tid,tdate,codetype,zlhy
214389,20250324,IF,IF2506
214553,20250325,IF,IF2506
214717,20250326,IF,IF2506
214881,20250327,IF,IF2506
215045,20250328,IF,IF2506
215209,20250331,IF,IF2506
215373,20250401,IF,IF2506
215537,20250402,IF,IF2506
215701,20250403,IF,IF2506
215865,20250407,IF,IF2506
216029,20250408,IF,IF2506
216193,20250409,IF,IF2506
216357,20250410,IF,IF2506
216521,20250411,IF,IF2506
216685,20250414,IF,IF2506
216849,20250415,IF,IF2506
217013,20250416,IF,IF2506
217177,20250417,IF,IF2506
217341,20250418,IF,IF2506
217505,20250421,IF,IF2506
217669,20250422,IF,IF2506
217833,20250423,IF,IF2506
217997,20250424,IF,IF2506
218161,20250425,IF,IF2506
218325,20250428,IF,IF2506
218489,20250429,IF,IF2506
218653,20250430,IF,IF2506
218817,20250506,IF,IF2506
218981,20250507,IF,IF2506
219145,20250508,IF,IF2506
219309,20250509,IF,IF2506
219473,20250512,IF,IF2506
219637,20250513,IF,IF2506
219801,20250514,IF,IF2506
219965,20250515,IF,IF2506
220129,20250516,IF,IF2506
220293,20250519,IF,IF2506
220457,20250520,IF,IF2506
220621,20250521,IF,IF2506
220785,20250522,IF,IF2506
220949,20250523,IF,IF2506
221113,20250526,IF,IF2506
221277,20250527,IF,IF2506
221441,20250528,IF,IF2506
221605,20250529,IF,IF2506
221769,20250530,IF,IF2506
221933,20250603,IF,IF2506
222097,20250604,IF,IF2506
222261,20250605,IF,IF2506
222425,20250606,IF,IF2506
222589,20250609,IF,IF2506
222755,20250610,IF,IF2506
222921,20250611,IF,IF2506
223087,20250612,IF,IF2506
223253,20250613,IF,IF2506
223419,20250616,IF,IF2506
223585,20250617,IF,IF2506
223751,20250618,IF,IF2509
225115,20250619,IF,IF2509
249043,20250620,IF,IF2509
249209,20250623,IF,IF2509
249375,20250624,IF,IF2509
249541,20250625,IF,IF2509
249707,20250626,IF,IF2509
249873,20250627,IF,IF2509
250039,20250630,IF,IF2509
250205,20250701,IF,IF2509
250371,20250702,IF,IF2509
250537,20250703,IF,IF2509
250703,20250704,IF,IF2509
250869,20250707,IF,IF2509
251037,20250708,IF,IF2509
251205,20250709,IF,IF2509
251373,20250710,IF,IF2509
251541,20250711,IF,IF2509
251709,20250714,IF,IF2509
251877,20250715,IF,IF2509
252045,20250716,IF,IF2509
252213,20250717,IF,IF2509
252381,20250718,IF,IF2509
252549,20250721,IF,IF2509
252718,20250722,IF,IF2509
252888,20250723,IF,IF2509
253058,20250724,IF,IF2509
253228,20250725,IF,IF2509
253398,20250728,IF,IF2509
253568,20250729,IF,IF2509
253738,20250730,IF,IF2509
253908,20250731,IF,IF2509
254078,20250801,IF,IF2509
254248,20250804,IF,IF2509
254418,20250805,IF,IF2509
254588,20250806,IF,IF2509
254758,20250807,IF,IF2509
254928,20250808,IF,IF2509
